A002160837SWJFPIAI7L7:3DEL4X4EL6LFO3V7MQI7ANJEQT3YXK,initialized,0,,1472242141054
A002160837SWJFPIAI7L7:3DEL4X4EL6LFO3V7MQI7ANJEQT3YXK,window_resize,0,"[1920, 1034]",1472242141054
A002160837SWJFPIAI7L7:3DEL4X4EL6LFO3V7MQI7ANJEQT3YXK,focus,70566,off,1472242211620
A002160837SWJFPIAI7L7:3DEL4X4EL6LFO3V7MQI7ANJEQT3YXK,focus,17608,on,1472242229228
A002160837SWJFPIAI7L7:3DEL4X4EL6LFO3V7MQI7ANJEQT3YXK,focus,107656,off,1472242336884
A002160837SWJFPIAI7L7:3DEL4X4EL6LFO3V7MQI7ANJEQT3YXK,focus,7907,on,1472242344791
A10443E11ZWEHJ:31HQ4X3T3SANSN2991NUH70Q2Z8SLP,initialized,0,,1472187277347
A10443E11ZWEHJ:31HQ4X3T3SANSN2991NUH70Q2Z8SLP,window_resize,0,"[1366, 657]",1472187277347
A10443E11ZWEHJ:31HQ4X3T3SANSN2991NUH70Q2Z8SLP,window_resize,30867,"[1366, 424]",1472187308214
A10443E11ZWEHJ:31HQ4X3T3SANSN2991NUH70Q2Z8SLP,window_resize,6415,"[1366, 657]",1472187314629
A10443E11ZWEHJ:31HQ4X3T3SANSN2991NUH70Q2Z8SLP,window_resize,31008,"[1366, 424]",1472187345637
A122QHEL1YD8XE:3R0T90IZ1SCRZEZC1O0EPAR0KFWGC9,initialized,0,,1472176628240
A122QHEL1YD8XE:3R0T90IZ1SCRZEZC1O0EPAR0KFWGC9,window_resize,1,"[1362, 714]",1472176628241
A122QHEL1YD8XE:3R0T90IZ1SCRZEZC1O0EPAR0KFWGC9,focus,135859,off,1472176764100
A122QHEL1YD8XE:3R0T90IZ1SCRZEZC1O0EPAR0KFWGC9,focus,13111,on,1472176777211
A127F80LLYOQ22:3RSDURM96AM6I34QRLSFMYY7ANPYE8,initialized,0,,1472238275725
A127F80LLYOQ22:3RSDURM96AM6I34QRLSFMYY7ANPYE8,window_resize,0,"[1600, 846]",1472238275725
A127F80LLYOQ22:3RSDURM96AM6I34QRLSFMYY7ANPYE8,focus,546273,off,1472238821998
A127F80LLYOQ22:3RSDURM96AM6I34QRLSFMYY7ANPYE8,focus,12339,on,1472238834337
A127F80LLYOQ22:3RSDURM96AM6I34QRLSFMYY7ANPYE8,focus,45783,off,1472238880120
A127F80LLYOQ22:3RSDURM96AM6I34QRLSFMYY7ANPYE8,focus,32561,on,1472238912681
A127F80LLYOQ22:3RSDURM96AM6I34QRLSFMYY7ANPYE8,focus,88159,off,1472239000840
A127F80LLYOQ22:3RSDURM96AM6I34QRLSFMYY7ANPYE8,focus,23394,on,1472239024234
A12FOJ7CN4NHQZ:34S9DKFK73PAC9H3KKVYCLSGOF4NY0,initialized,0,,1472187882095
A12FOJ7CN4NHQZ:34S9DKFK73PAC9H3KKVYCLSGOF4NY0,window_resize,0,"[1908, 1018]",1472187882095
