A10MFPNQQ7W83:3L4D84MILZSS7O0TVMZIXEGWNWZJHY,initialized,0,,1465279139283
A10MFPNQQ7W83:3L4D84MILZSS7O0TVMZIXEGWNWZJHY,window_resize,0,"[1920, 1028]",1465279139283
A12HZGOZQD5YK7:3JBT3HLQF82AKK3LWLA9UH6DSLMZP4,initialized,0,,1465279284412
A12HZGOZQD5YK7:3JBT3HLQF82AKK3LWLA9UH6DSLMZP4,window_resize,1,"[1920, 1155]",1465279284413
A12HZGOZQD5YK7:3JBT3HLQF82AKK3LWLA9UH6DSLMZP4,focus,28418,off,1465279312831
A12HZGOZQD5YK7:3JBT3HLQF82AKK3LWLA9UH6DSLMZP4,focus,18817,on,1465279331648
A1341FGE92VIZW:3TVSS0C0E104IHRN2FZM0NDS0M3WTG,initialized,0,,1465351509667
A1341FGE92VIZW:3TVSS0C0E104IHRN2FZM0NDS0M3WTG,window_resize,1,"[1024, 723]",1465351509668
A1341FGE92VIZW:3TVSS0C0E104IHRN2FZM0NDS0M3WTG,focus,50923,off,1465351560591
A1341FGE92VIZW:3TVSS0C0E104IHRN2FZM0NDS0M3WTG,focus,2360,on,1465351562951
A1341FGE92VIZW:3TVSS0C0E104IHRN2FZM0NDS0M3WTG,focus,88854,off,1465351651805
A1341FGE92VIZW:3TVSS0C0E104IHRN2FZM0NDS0M3WTG,focus,3653,on,1465351655458
A138V0KDC826EE:3BDCF01OGXUKO9EI87FJZTORHHGYLD,initialized,0,,1465279092057
A138V0KDC826EE:3BDCF01OGXUKO9EI87FJZTORHHGYLD,window_resize,0,"[1362, 714]",1465279092057
A138V0KDC826EE:3BDCF01OGXUKO9EI87FJZTORHHGYLD,window_resize,67373,"[1362, 391]",1465279159430
A138V0KDC826EE:3BDCF01OGXUKO9EI87FJZTORHHGYLD,window_resize,1701,"[1362, 714]",1465279161131
A142ZRU284W9O:37UEWGM5HT8Y11YS12567IMGGOXR1Z,initialized,0,,1465279590143
A142ZRU284W9O:37UEWGM5HT8Y11YS12567IMGGOXR1Z,window_resize,0,"[1920, 1035]",1465279590143
A142ZRU284W9O:37UEWGM5HT8Y11YS12567IMGGOXR1Z,focus,149559,off,1465279739702
A142ZRU284W9O:37UEWGM5HT8Y11YS12567IMGGOXR1Z,focus,60691,on,1465279800393
A142ZRU284W9O:37UEWGM5HT8Y11YS12567IMGGOXR1Z,focus,58613,off,1465279859006
A142ZRU284W9O:37UEWGM5HT8Y11YS12567IMGGOXR1Z,focus,986,on,1465279859992
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,initialized,0,,1465279758631
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,window_resize,0,"[881, 662]",1465279758631
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,focus,66099,off,1465279824730
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,focus,6804,on,1465279831534
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,window_resize,88022,"[1354, 706]",1465279919556
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,window_resize,70320,"[1366, 678]",1465279989876
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,window_resize,757,"[1354, 706]",1465279990633
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,window_resize,9433,"[667, 706]",1465280000066
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,window_resize,597,"[520, 706]",1465280000663
A14DRED7XJ1F2V:3XIQGXAUMC8W9JZ6ZHS7XAZHKRJ7X9,window_resize,258,"[520, 662]",1465280000921
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,initialized,0,,1465279939158
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,window_resize,1,"[1362, 714]",1465279939159
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,focus,27593,off,1465279966752
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,focus,40883,on,1465280007635
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,focus,73033,off,1465280080668
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,focus,21,off,1465280080689
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,focus,1326,on,1465280082015
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,focus,4154,off,1465280086169
A166A2M31CW2C7:3YT88D1N08Y8O0ZCYMASUZFZJGH3KA,focus,3175,on,1465280089344
A167SYXGXFU7C8:33NF62TLXJ2J9E11172FA6WOFD3JK2,initialized,0,,1465279281261
A167SYXGXFU7C8:33NF62TLXJ2J9E11172FA6WOFD3JK2,window_resize,0,"[1264, 905]",1465279281261
A167SYXGXFU7C8:33NF62TLXJ2J9E11172FA6WOFD3JK2,focus,469,on,1465279281730
A16NQGAUPB9LGH:35DR22AR5DKE80YJX5PHKTN1FPW3XZ,initialized,0,,1465279359384
